"序号","省份","学校名称","类型","学校标识码","主管部门","所在地","办学层次","备注","985","211","双一流","隶属关系","院校层级","数据状态"
"200","吉林","吉林工程技术师范学院","公办普通本科","4122010204","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"213","吉林","吉林工程职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"210","吉林","吉林工商学院","公办普通本科","4122011261","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"190","吉林","吉林化工学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"193","吉林","吉林建筑大学","公办普通本科","4122010191","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"206","吉林","吉林警察学院","公办普通本科","4122011441","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"194","吉林","吉林农业大学","公办普通本科","4122010193","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"199","吉林","吉林师范大学","公办普通本科","4122010203","吉林省","四平市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"205","吉林","吉林体育学院","公办普通本科","4122010208","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"204","吉林","吉林艺术学院","公办普通本科","4122010209","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"198","吉林","通化师范学院","公办普通本科","4122010202","吉林省","通化市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"189","吉林","延边大学","公办普通本科","4122010184","吉林省","延边朝鲜族自治州","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"208","吉林","长春大学","公办普通本科","4122011726","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"207","吉林","长春工程学院","公办普通本科","4122011437","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"191","吉林","长春工业大学","公办普通本科","4122010190","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"201","吉林","长春师范大学","公办普通本科","4122010205","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"195","吉林","长春中医药大学","公办普通本科","4122010199","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"305","江苏","常熟理工学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"277","江苏","常州大学","公办普通本科","4132010292","江苏省","常州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"296","江苏","常州工学院","公办普通本科","4132011055","江苏省","常州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"271","江苏","东南大学","公办普通本科","4132010286","教育部","南京市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"295","江苏","淮阴工学院","公办普通本科","4132011049","江苏省","淮安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"291","江苏","淮阴师范学院","公办普通本科","4132010323","江苏省","淮安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"279","江苏","江南大学","公办普通本科","4132010295","教育部","无锡市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"281","江苏","江苏大学","公办普通本科","4132010299","江苏省","镇江市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"307","江苏","江苏第二师范学院","公办普通本科","4132014436","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"302","江苏","江苏警官学院","公办普通本科","4132010329","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"274","江苏","江苏科技大学","公办普通本科","4132010289","江苏省","镇江市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"294","江苏","江苏理工学院","公办普通本科","4132011463","江苏省","常州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"290","江苏","江苏师范大学","公办普通本科","4132010320","江苏省","徐州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"293","江苏","南京财经大学","公办普通本科","4132010327","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"269","江苏","南京大学","公办普通本科","4132010284","教育部","南京市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"276","江苏","南京工业大学","公办普通本科","4132010291","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"312","江苏","南京工业职业技术大学","公办职业本科","4132010850","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"272","江苏","南京航空航天大学","公办普通本科","4132010287","工业和信息化部","南京市","本科","","","是","是","中央部委所属","211/双一流","已匹配教育部名单"
"273","江苏","南京理工大学","公办普通本科","4132010288","工业和信息化部","南京市","本科","","","是","是","中央部委所属","211/双一流","已匹配教育部名单"
"280","江苏","南京林业大学","公办普通本科","4132010298","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"284","江苏","南京农业大学","公办普通本科","4132010307","教育部","南京市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"303","江苏","南京森林警察学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"289","江苏","南京师范大学","公办普通本科","4132010319","江苏省","南京市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"308","江苏","南京特殊教育师范学院","公办普通本科","4132012048","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"301","江苏","南京体育学院","公办普通本科","4132010330","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"306","江苏","南京晓庄学院","公办普通本科","4132011460","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"282","江苏","南京信息工程大学","公办普通本科","4132010300","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"285","江苏","南京医科大学","公办普通本科","4132010312","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"300","江苏","南京艺术学院","公办普通本科","4132010331","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"278","江苏","南京邮电大学","公办普通本科","4132010293","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"287","江苏","南京中医药大学","公办普通本科","4132010315","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"283","江苏","南通大学","公办普通本科","4132010304","江苏省","南通市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"311","江苏","南通理工学院","公办普通本科","4132012056","江苏省教育厅","南通市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"299","江苏","三江学院","公办普通本科","4132011122","江苏省教育厅","南京市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"310","江苏","苏州城市学院","公办普通本科","4132013983","江苏省","苏州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"270","江苏","苏州大学","公办普通本科","4132010285","江苏省","苏州市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"313","江苏","苏州职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"304","江苏","泰州学院","公办普通本科","4132012917","江苏省","泰州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"309","江苏","无锡学院","公办普通本科","4132013982","江苏省","无锡市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"286","江苏","徐州医科大学","公办普通本科","4132010313","江苏省","徐州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"297","江苏","盐城工学院","公办普通本科","4132010305","江苏省","盐城市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"292","江苏","盐城师范学院","公办普通本科","4132010324","江苏省","盐城市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"298","江苏","扬州大学","公办普通本科","4132011117","江苏省","扬州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"275","江苏","中国矿业大学","公办普通本科","4132010290","教育部","徐州市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"288","江苏","中国药科大学","公办普通本科","4132010316","教育部","南京市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"399","江西","东华理工大学","公办普通本科","4136010405","江西省","抚州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"406","江西","赣南师范大学","公办普通本科","4136010418","江西省","赣州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"412","江西","赣南医学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"398","江西","华东交通大学","公办普通本科","4136010404","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"408","江西","江西财经大学","公办普通本科","4136010421","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"417","江西","江西警察学院","公办普通本科","4136011504","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"409","江西","江西科技师范大学","公办普通本科","4136011318","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"401","江西","江西理工大学","公办普通本科","4136010407","江西省","赣州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"402","江西","江西农业大学","公办普通本科","4136010410","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"420","江西","江西软件职业技术大学","公办职业本科","4136013776","江西省教育厅","南昌市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"404","江西","江西师范大学","公办普通本科","4136010414","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"403","江西","江西中医药大学","公办普通本科","4136010412","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"407","江西","井冈山大学","公办普通本科","4136010419","江西省","吉安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"416","江西","景德镇学院","公办普通本科","4136010894","江西省","景德镇市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"413","江西","九江学院","公办普通本科","4136011843","江西省","九江市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"397","江西","南昌大学","公办普通本科","4136010403","江西省","南昌市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"410","江西","南昌工程学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"400","江西","南昌航空大学","公办普通本科","4136010406","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"414","江西","南昌师范学院","公办普通本科","4136014437","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"419","江西","南昌医学院","公办普通本科","4136013437","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"415","江西","萍乡学院","公办普通本科","4136010895","江西省","萍乡市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"405","江西","上饶师范学院","公办普通本科","4136010416","江西省","上饶市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"411","江西","宜春学院","公办普通本科","4136010417","江西省","宜春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"418","江西","豫章师范学院","公办普通本科","4136013774","江西省","南昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"172","辽宁","鞍山师范学院","公办普通本科","4121010169","辽宁省","鞍山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"171","辽宁","渤海大学","公办普通本科","4121010167","辽宁省","锦州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"182","辽宁","大连大学","公办普通本科","4121011258","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"160","辽宁","大连工业大学","公办普通本科","4121010152","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"159","辽宁","大连海事大学","公办普通本科","4121010151","交通运输部","大连市","本科","","","是","是","中央部委所属","211/双一流","已匹配教育部名单"
"163","辽宁","大连海洋大学","公办普通本科","4121010158","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"158","辽宁","大连交通大学","公办普通本科","4121010150","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"149","辽宁","大连理工大学","公办普通本科","4121010141","教育部","大连市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"173","辽宁","大连外国语大学","公办普通本科","4121010172","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"166","辽宁","大连医科大学","公办普通本科","4121010161","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"174","辽宁","东北财经大学","公办普通本科","4121010173","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"153","辽宁","东北大学","公办普通本科","4121010145","教育部","沈阳市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"165","辽宁","锦州医科大学","公办普通本科","4121010160","辽宁省","锦州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"180","辽宁","辽东学院","公办普通本科","4121011779","辽宁省","丹东市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"148","辽宁","辽宁大学","公办普通本科","4121010140","辽宁省","沈阳市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"155","辽宁","辽宁工程技术大学","公办普通本科","4121010147","辽宁省","阜新市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"185","辽宁","辽宁轨道交通职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"183","辽宁","辽宁警察学院","公办普通本科","4121011432","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"154","辽宁","辽宁科技大学","公办普通本科","4121010146","辽宁省","鞍山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"179","辽宁","辽宁科技学院","公办普通本科","4121011430","辽宁省","本溪市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"186","辽宁","辽宁生态工程职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"169","辽宁","辽宁师范大学","公办普通本科","4121010165","辽宁省","大连市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"156","辽宁","辽宁石油化工大学","公办普通本科","4121010148","辽宁省","抚顺市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"167","辽宁","辽宁中医药大学","公办普通本科","4121010162","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"187","辽宁","辽宁装备制造职业技术大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"178","辽宁","鲁迅美术学院","公办普通本科","4121010178","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"181","辽宁","沈阳工程学院","公办普通本科","4121011632","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"150","辽宁","沈阳工业大学","公办普通本科","4121010142","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"151","辽宁","沈阳航空航天大学","公办普通本科","4121010143","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"157","辽宁","沈阳化工大学","公办普通本科","4121010149","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"161","辽宁","沈阳建筑大学","公办普通本科","4121010153","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"152","辽宁","沈阳理工大学","公办普通本科","4121010144","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"162","辽宁","沈阳农业大学","公办普通本科","4121010157","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"170","辽宁","沈阳师范大学","公办普通本科","4121010166","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"176","辽宁","沈阳体育学院","公办普通本科","4121010176","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"168","辽宁","沈阳药科大学","公办普通本科","4121010163","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"184","辽宁","沈阳医学院","公办普通本科","4121010164","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"177","辽宁","沈阳音乐学院","公办普通本科","4121010177","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"175","辽宁","中国刑事警察学院","公办普通本科","4121010175","公安部","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"164","辽宁","中国医科大学","公办普通本科","4121010159","辽宁省","沈阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"140","内蒙古","赤峰学院","公办普通本科","4115010138","内蒙古自治区","赤峰市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"146","内蒙古","鄂尔多斯应用技术学院","公办普通本科","4115014532","内蒙古自治区","鄂尔多斯市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"143","内蒙古","河套学院","公办普通本科","4115011631","内蒙古自治区","巴彦淖尔市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"144","内蒙古","呼和浩特民族学院","公办普通本科","4115011709","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"141","内蒙古","呼伦贝尔学院","公办普通本科","4115010819","内蒙古自治区","呼伦贝尔市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"142","内蒙古","集宁师范学院","公办普通本科","4115011427","内蒙古自治区","乌兰察布市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"147","内蒙古","内蒙古财经大学","公办普通本科","4115010139","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"133","内蒙古","内蒙古大学","公办普通本科","4115010126","内蒙古自治区","呼和浩特市","本科","","","是","是","地方所属","211/双一流","已匹配教育部名单"
"135","内蒙古","内蒙古工业大学","公办普通本科","4115010128","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"134","内蒙古","内蒙古科技大学","公办普通本科","4115010127","内蒙古自治区","包头市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"139","内蒙古","内蒙古民族大学","公办普通本科","4115010136","内蒙古自治区","通辽市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"136","内蒙古","内蒙古农业大学","公办普通本科","4115010129","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"138","内蒙古","内蒙古师范大学","公办普通本科","4115010135","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"137","内蒙古","内蒙古医科大学","公办普通本科","4115010132","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"145","内蒙古","内蒙古艺术学院","公办普通本科","4115014531","内蒙古自治区","呼和浩特市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"793","宁夏","北方民族大学","公办普通本科","4164011407","国家民委","银川市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"792","宁夏","宁夏大学","公办普通本科","4164010749","宁夏回族自治区","银川市","本科","","","是","是","地方所属","211/双一流","已匹配教育部名单"
"796","宁夏","宁夏理工学院","公办普通本科","4164012544","宁夏回族自治区教育厅","石嘴山市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"795","宁夏","宁夏师范学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"794","宁夏","宁夏医科大学","公办普通本科","4164010752","宁夏回族自治区","银川市","本科","","","","","地方所属","公办本科","已匹配教育部名单"
"789","青海","青海大学","公办普通本科","4163010743","青海省","西宁市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"791","青海","青海民族大学","公办普通本科","4163010748","青海省","西宁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"790","青海","青海师范大学","公办普通本科","4163010746","青海省","西宁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"439","山东","滨州学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"432","山东","滨州医学院","公办普通本科","4137010440","山东省","滨州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"438","山东","德州学院","公办普通本科","4137010448","山东省","德州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"444","山东","菏泽学院","公办普通本科","4137010455","山东省","菏泽市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"426","山东","济南大学","公办普通本科","4137010427","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"443","山东","济宁学院","公办普通本科","4137010454","山东省","济宁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"434","山东","济宁医学院","公办普通本科","4137010443","山东省","济宁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"437","山东","聊城大学","公办普通本科","4137010447","山东省","聊城市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"441","山东","临沂大学","公办普通本科","4137010452","山东省","临沂市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"440","山东","鲁东大学","公办普通本科","4137010451","山东省","烟台市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"460","山东","青岛城市学院","公办普通本科","4137013378","山东省教育厅","青岛市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"452","山东","青岛大学","公办普通本科","4137011065","山东省","青岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"425","山东","青岛科技大学","公办普通本科","4137010426","山东省","青岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"427","山东","青岛理工大学","公办普通本科","4137010429","山东省","青岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"430","山东","青岛农业大学","公办普通本科","4137010435","山东省","青岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"436","山东","曲阜师范大学","公办普通本科","4137010446","山东省","济宁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"445","山东","山东财经大学","公办普通本科","4137010456","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"421","山东","山东大学","公办普通本科","4137010422","教育部","济南市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"431","山东","山东第一医科大学","公办普通本科","4137010439","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"463","山东","山东工程职业技术大学","公办职业本科","4137013356","山东省教育厅","济南市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"451","山东","山东工艺美术学院","公办普通本科","4137010908","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"455","山东","山东管理学院","公办普通本科","4137014438","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"428","山东","山东建筑大学","公办普通本科","4137010430","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"450","山东","山东交通学院","公办普通本科","4137011510","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"449","山东","山东警察学院","公办普通本科","4137011324","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"423","山东","山东科技大学","公办普通本科","4137010424","山东省","青岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"429","山东","山东农业大学","公办普通本科","4137010434","山东省","泰安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"456","山东","山东农业工程学院","公办普通本科","4137014439","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"457","山东","山东青年政治学院","公办普通本科","4137014277","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"435","山东","山东师范大学","公办普通本科","4137010445","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"459","山东","山东石油化工学院","公办普通本科","4137013386","山东省","东营市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"446","山东","山东体育学院","公办普通本科","4137010457","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"464","山东","山东外事职业大学","公办职业本科","4137013874","山东省教育厅","威海市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"447","山东","山东艺术学院","公办普通本科","4137010458","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"433","山东","山东中医药大学","公办普通本科","4137010441","山东省","济南市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"442","山东","泰山学院","公办普通本科","4137010453","山东省","泰安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"462","山东","潍坊理工学院","公办普通本科","4137013379","山东省教育厅","潍坊市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"448","山东","潍坊学院","公办普通本科","4137011067","山东省","潍坊市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"454","山东","潍坊医学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"453","山东","烟台大学","公办普通本科","4137011066","山东省","烟台市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"461","山东","烟台理工学院","公办普通本科","4137013359","山东省教育厅","烟台市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"458","山东","枣庄学院","公办普通本科","4137010904","山东省","枣庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"422","山东","中国海洋大学","公办普通本科","4137010423","教育部","青岛市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"424","山东","中国石油大学(华东)","公办普通本科","4137010425","教育部","青岛市","本科","","","","","教育部直属","公办本科","已匹配教育部名单"
"120","山西","晋中学院","公办普通本科","4114010121","山西省","晋中市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"126","山西","吕梁学院","公办普通本科","4114010812","山西省","吕梁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"124","山西","山西财经大学","公办普通本科","4114010125","山西省","太原市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"119","山西","山西大同大学","公办普通本科","4114010120","山西省","大同市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"110","山西","山西大学","公办普通本科","4114010108","山西省","太原市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"128","山西","山西工程技术学院","公办普通本科","4114014527","山西省","阳泉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"129","山西","山西工学院","公办普通本科","4114013534","山西省","朔州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"131","山西","山西科技学院","公办普通本科","4114013597","山西省","晋城市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"130","山西","山西能源学院","公办普通本科","4214051189","山西省","晋中市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"114","山西","山西农业大学","公办普通本科","4114010113","山西省","晋中市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"117","山西","山西师范大学","公办普通本科","4114010118","山西省","太原市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
